,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
896555,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,79,1,1352,1,1
896633,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,17,0,3713,1,1
896688,Prior Visitor,Web,WebSearch,Chrome,Windows,mid_west,Male,Under50k,1,1,50,1,10135,1,1
896744,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,69,1,1876,1,1
896839,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,64,1,4763,1,1
897065,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,39,0,5747,1,1
897144,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,0,5,0,427,1,1
897146,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,57,1,2504,1,1
897319,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,18,0,385,1,1
897531,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,48,1,2019,1,1
897551,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,86,1,3777,1,1
897651,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,0,61,1,14281,1,1
897745,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,29,0,4455,1,1
897781,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,45,1,7259,1,1
897850,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,8,0,282,1,1
898314,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,15,0,499,1,1
898417,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,77,1,15071,1,1
898523,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,28,0,7148,1,1
898528,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,Under50k,1,1,31,1,1604,1,1
898547,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,53,0,1863,1,1
898675,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,35,0,935,1,1
898867,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,8,0,182,1,1
899160,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Female,,1,1,11,0,493,1,1
899166,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,south_west,Male,,1,0,24,0,1046,1,1
899179,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,60,1,2367,1,1
899197,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Female,,1,1,34,1,947,1,1
899222,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,10,0,380,1,1
899244,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,57,1,2257,1,1
899247,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,63,1,2006,1,1
899284,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,50to100k,1,0,30,1,1352,1,1
899355,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,17,0,908,1,1
899363,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,0,78,0,14197,1,1
899421,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,28,0,924,1,1
899447,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,0,14,1,418,1,1
899466,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,35,0,1540,1,1
899507,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,276,1,10990,1,1
899649,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,Under50k,1,1,19,1,669,1,1
899650,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,38,1,1471,1,1
899806,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,51,1,1830,1,1
900181,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,100to250k,1,1,22,1,423,1,1
900220,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,0,17,1,693,1,1
900250,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Male,Under50k,1,1,30,1,9794,1,1
900310,New Visitor,Web,WebSearch,Safari,iOS,,,,1,1,20,1,1705,1,1
900393,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,10,0,575,1,1
900394,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,0,9,0,2167,1,1
900508,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,0,15,0,521,1,1
900794,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,0,13,0,1524,1,1
900826,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Unknown,100to250k,1,1,7,0,1150,1,1
900830,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,16,0,629,1,1
900891,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Female,Under50k,1,1,353,1,42129,1,1
901057,New Visitor,Phone,WebSearch,Safari,iOS,eastern,Unknown,,1,0,48,1,2827,1,1
901087,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,1,8,0,90,1,1
901749,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,1,20,0,9799,1,1
901794,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,60,0,4814,1,1
901797,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,50to100k,1,1,44,1,916,1,1
901902,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,37,0,735,1,1
902246,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Female,50to100k,1,1,22,0,2072,1,1
902317,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,364,1,13005,1,1
902477,Prior Visitor,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,32,1,2899,1,1
902525,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,0,10,1,400,1,1
902726,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,eastern,Male,50to100k,1,1,56,0,1442,1,1
902879,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,22,0,1171,1,1
902899,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,50to100k,1,0,177,0,20782,1,1
902924,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,mid_west,Female,Under50k,1,0,30,1,5176,1,1
903030,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,49,0,2196,1,1
903115,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,30,0,708,1,1
903179,Prior Visitor with Purchase,Web,WebSearch,Chrome,Chrome OS,eastern,Male,50to100k,1,1,28,1,1423,1,1
903216,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,11,0,2604,1,1
903267,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Female,Under50k,1,1,29,0,1491,1,1
903279,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,31,0,1235,1,1
903335,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Female,50to100k,1,1,10,0,148,1,1
903418,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,south_west,Female,Under50k,1,1,67,1,9246,1,1
903465,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,50to100k,1,0,23,0,12089,1,1
903485,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Male,50to100k,1,1,36,1,2092,1,1
903579,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,26,1,617,1,1
903635,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Female,,1,1,47,1,2842,1,1
903986,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,7,0,73,1,1
903992,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,south_west,Female,50to100k,1,0,51,1,2025,1,1
904122,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Unknown,100to250k,1,1,13,0,318,1,1
904136,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,51,0,1561,1,1
904242,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,55,0,7392,1,1
904543,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,0,14,1,808,1,1
904828,Prior Visitor,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,Under50k,1,1,39,0,1592,1,1
905002,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,1,1,195,0,13775,1,1
905078,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,1,1,18,0,549,1,1
905082,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,1,12,0,705,1,1
905102,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,22,1,678,1,1
905478,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,0,11,1,376,1,1
905643,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,65,0,6257,1,1
905677,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,18,0,403,1,1
905749,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,39,0,10733,1,1
905802,New Visitor,Web,WebSearch,Safari,Mac OS X,west_coast,Female,50to100k,1,1,108,0,5552,1,1
905873,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,west_coast,Male,50to100k,1,1,65,1,18630,1,1
906175,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,46,1,6086,1,1
906240,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,50to100k,1,1,21,1,1285,1,1
906408,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,Under50k,1,0,7,0,146,1,1
906426,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,42,0,1061,1,1
906515,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,1,48,1,2343,1,1
906791,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,15,1,655,1,1
906995,Prior Visitor,Web,WebSearch,Safari,Mac OS X,eastern,Female,50to100k,1,1,20,1,2203,1,1
907063,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,140,0,16859,1,1
907201,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,17,0,132,1,1
907356,New Visitor,Phone,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,71,1,11501,1,1
907450,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,58,0,36668,1,1
907773,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,0,78,1,13238,1,1
907775,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,0,18,0,540,1,1
908018,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,65,1,10101,1,1
908118,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,14,1,119,1,1
908200,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,eastern,Female,Under50k,1,0,31,0,7240,1,1
908229,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,6,0,102,1,1
908235,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,0,111,1,4259,1,1
908288,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,26,1,466,1,1
908364,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,40,1,6863,1,1
908400,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,18,1,925,1,1
908592,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Male,50to100k,1,0,21,1,2123,1,1
908665,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Male,Under50k,1,1,65,1,5283,1,1
908790,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,south_west,Female,50to100k,1,1,39,0,9933,1,1
908871,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,11,0,166,1,1
908881,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,18,0,1467,1,1
908906,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,50to100k,1,1,38,1,1557,1,1
909134,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,30,0,7911,1,1
909207,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,34,1,1073,1,1
909493,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,0,22,1,516,1,1
909578,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,29,0,3016,1,1
909913,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,0,22,1,610,1,1
909990,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,20,1,684,1,1
910143,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,36,1,2576,1,1
910224,New Visitor,Web,ThirdPartyAds,Chrome,Windows,,,,1,1,18,0,595,1,1
910244,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,100to250k,1,1,37,1,943,1,1
910449,New Visitor,Web,WebSearch,Safari,iOS,,,,1,1,67,0,2417,1,1
910461,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,12,0,8651,1,1
910944,New Visitor,Phone,EmailFromWayfair,Safari,iOS,,,,1,0,13,1,1272,1,1
910971,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,24,0,3092,1,1
911073,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,14,1,1161,1,1
911160,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,63,0,1763,1,1
911345,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,mid_west,Male,50to100k,1,1,68,0,3541,1,1
911520,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Male,50to100k,1,1,67,0,2411,1,1
911579,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,1,1,20,0,2064,1,1
911882,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,100to250k,1,1,8,0,200,1,1
911933,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,100to250k,1,1,59,0,9772,1,1
911994,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,10,0,529,1,1
912054,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,12,0,342,1,1
912161,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,50to100k,1,0,49,1,8435,1,1
912285,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,0,25,0,1245,1,1
912309,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,south_west,Female,50to100k,1,1,81,0,3968,1,1
912320,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,99,1,2918,1,1
912466,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,44,1,2310,1,1
912487,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,mid_west,Female,100to250k,1,1,66,1,4307,1,1
912547,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,97,1,3433,1,1
912610,Prior Visitor,Web,WebSearch,Chrome,Chrome OS,,,,1,1,6,0,11399,1,1
912621,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,20,1,1277,1,1
912668,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Female,100to250k,1,0,224,1,32875,1,1
912687,New Visitor,Web,ThirdPartyAds,Chrome,Windows,eastern,Male,100to250k,1,1,24,0,379,1,1
912704,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,44,1,1373,1,1
912879,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,west_coast,Female,50to100k,1,1,83,1,2998,1,1
912918,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,0,92,1,7229,1,1
912974,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,Under50k,1,1,84,1,10276,1,1
913030,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,202,1,15819,1,1
913033,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,140,1,14094,1,1
913058,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,50to100k,1,1,49,0,6444,1,1
913085,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Female,100to250k,1,1,37,1,13261,1,1
913455,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,17,1,10065,1,1
913541,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,26,0,2480,1,1
913778,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,30,1,1352,1,1
913940,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,100to250k,1,1,41,1,2403,1,1
914023,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,west_coast,Female,Under50k,1,1,29,0,1560,1,1
914445,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,mid_west,Male,100to250k,1,1,21,0,2067,1,1
914456,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,13,0,267,1,1
914577,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,73,0,2730,1,1
914628,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,84,1,2613,1,1
914870,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,31,0,1309,1,1
914909,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,155,1,7451,1,1
914966,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,70,0,3942,1,1
914968,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,1,14,0,237,1,1
914994,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,0,35,0,761,1,1
915442,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Unknown,,1,1,54,1,1295,1,1
915605,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,50to100k,1,0,12,0,279,1,1
915720,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,0,56,1,8424,1,1
916099,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,0,44,1,12425,1,1
916123,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,0,24,0,428,1,1
916148,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,100to250k,1,0,37,1,1111,1,1
916153,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,73,0,2721,1,1
916166,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,mid_west,Female,Under50k,1,1,9,0,407,1,1
916229,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,24,0,1174,1,1
916242,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,0,50,1,3913,1,1
916293,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,50to100k,1,0,34,1,4453,1,1
916387,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,west_coast,Female,50to100k,1,0,65,1,7783,1,1
916420,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Unknown,50to100k,1,1,19,0,952,1,1
916428,New Visitor,Phone,ThirdPartyAds,Safari,iOS,south_west,Unknown,Under50k,1,1,46,1,3729,1,1
916841,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,5,0,520,1,1
916986,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,68,1,11360,1,1
917093,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,mid_west,Female,100to250k,1,1,19,0,405,1,1
917125,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,50to100k,1,1,33,0,2488,1,1
917197,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,78,1,5076,1,1
917316,New Visitor,Web,ThirdPartyAds,Chrome,Mac OS X,,,,1,1,41,1,1118,1,1
917480,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,1,93,1,2611,1,1
917584,Prior Visitor,Web,EmailFromWayfair,Safari,iOS,west_coast,Male,50to100k,1,1,59,1,4169,1,1
917592,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,61,0,2354,1,1
917645,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,38,0,707,1,1
917690,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Male,100to250k,1,1,26,0,773,1,1
917937,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,0,44,1,2500,1,1
917968,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,40,0,1309,1,1
918049,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,1,52,1,8067,1,1
918088,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,1,68,1,7069,1,1
918178,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,16,1,275,1,1
918269,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,0,0,13,1,215,1,1
918319,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Male,Under50k,1,1,58,0,2705,1,1
918329,Prior Visitor,Phone,WebSearch,Safari,iOS,eastern,Male,100to250k,1,0,28,1,2525,1,1
918481,Prior Visitor,Web,WebSearch,Safari,iOS,,Unknown,,1,0,36,0,486,1,1
918573,Prior Visitor,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,25,1,835,1,1
918574,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,30,0,2570,1,1
918631,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,0,10,1,5598,1,1
918653,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,27,0,575,1,1
918698,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,0,12,0,984,1,1
918802,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,30,1,7860,1,1
918866,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,50to100k,1,1,133,1,7363,1,1
918888,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,38,0,4243,1,1
918952,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,24,0,1072,1,1
919385,Prior Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,0,30,1,1679,1,1
919491,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Unknown,,1,1,27,0,1974,1,1
919519,New Visitor,Web,WebSearch,Safari,iOS,,,,1,1,25,1,901,1,1
919537,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,74,1,5826,1,1
919559,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,0,22,1,684,1,1
919577,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,50to100k,1,1,20,0,1306,1,1
919840,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,27,1,6564,1,1
919939,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,,Male,,1,1,137,1,15615,1,1
920029,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,49,0,4965,1,1
920140,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,62,1,6275,1,1
920147,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,1,37,0,12368,1,1
